"screen_name","created_at","text","hashtags","followers_count","favourites_count","verified"
"MinteractApp",2021-08-25 21:15:52,"#silver September #Futures #SI_F<U+0001F53B>0.08% to $23.86 #silverprice #goldprice #futurestrading #preciousmetals #Metal #future #Investment #investing #trading #invest #investor #investors #stocks #stock #StockMarket #market https://t.co/mzotIgM54N https://t.co/jtK2jFdLfy","silver Futures SI_F silverprice goldprice futurestrading preciousmetals Metal future Investment investing trading invest investor investors stocks stock StockMarket market",5151,47,FALSE
"MinteractApp",2021-08-27 19:48:59,"#Ethereum #ETH September #Futures <U+2B06><U+FE0F>3.93% to $3,258 $ETH #Ether #futurestrading #future #Investment #investing #invest #stocks #StockMarket #StocksToWatch #cryptocurrencies #CryptoNews #trading #CME #Crypto #market #Markets #Trade #Trader https://t.co/mzotIgM54N https://t.co/r3HGz9aEHB","Ethereum ETH Futures Ether futurestrading future Investment investing invest stocks StockMarket StocksToWatch cryptocurrencies CryptoNews trading CME Crypto market Markets Trade Trader",5151,47,FALSE
"MinteractApp",2021-08-27 19:47:56,"#silver September #Futures #SI_F <U+2B06><U+FE0F>2.23% to $24 #silverprice #goldprice #futurestrading #preciousmetals #Metal #future #Investment #investing #trading #invest #investor #investors #stocks #stock #StockMarket #Trade #market https://t.co/mzotIgM54N https://t.co/gazsoLPGQS","silver Futures SI_F silverprice goldprice futurestrading preciousmetals Metal future Investment investing trading invest investor investors stocks stock StockMarket Trade market",5151,47,FALSE
"MinteractApp",2021-08-27 19:46:49,"#gold December #Futures #GC_F <U+2B06><U+FE0F>1.5% to $1,821.2 #goldprice #silverprice #futurestrading #preciousmetals #Metal #future #Investment #investing #trading #invest #investor #investors #stocks #stock #StockMarket #Trade #market https://t.co/mzotIgM54N https://t.co/mwA2enVr6n","gold Futures GC_F goldprice silverprice futurestrading preciousmetals Metal future Investment investing trading invest investor investors stocks stock StockMarket Trade market",5151,47,FALSE
"MinteractApp",2021-08-27 19:45:41,"#CrudeOil October #Futures #CL_F <U+2B06><U+FE0F>1.37% to $68.71 #oilprice #OilPriceWar #oilandgas #OPEC #opecmeeting #futurestrading #future #Investment #invest #investor #investors #investing #trading #stocks #stock #StockMarket #Trade #market https://t.co/mzotIgM54N https://t.co/pyqCpBiNOo","CrudeOil Futures CL_F oilprice OilPriceWar oilandgas OPEC opecmeeting futurestrading future Investment invest investor investors investing trading stocks stock StockMarket Trade market",5151,47,FALSE
"MinteractApp",2021-08-30 13:38:58,"#Ethereum #ETH September #Futures <U+0001F53B>2.14% to $3,192 $ETH #Ether #futurestrading #future #Investment #investing #invest #stocks #StockMarket #StocksToWatch #cryptocurrencies #CryptoNews #trading #CME #Crypto #market #Markets #Trade #Trader https://t.co/mzotIgM54N https://t.co/2bFSweXxTL","Ethereum ETH Futures Ether futurestrading future Investment investing invest stocks StockMarket StocksToWatch cryptocurrencies CryptoNews trading CME Crypto market Markets Trade Trader",5151,47,FALSE
"MinteractApp",2021-08-30 13:37:39,"#silver December #Futures #SI_F <U+2B06><U+FE0F>0.04% to $24.12 #silverprice #goldprice #futurestrading #preciousmetals #Metal #future #Investment #investing #trading #invest #investor #investors #stocks #stock #StockMarket #Trade #market https://t.co/mzotIgM54N https://t.co/1KncHMXc1z","silver Futures SI_F silverprice goldprice futurestrading preciousmetals Metal future Investment investing trading invest investor investors stocks stock StockMarket Trade market",5151,47,FALSE
"MinteractApp",2021-08-30 13:36:44,"#gold December #Futures #GC_F <U+0001F53B>0.2% to $1,815.8 #goldprice #silverprice #futurestrading #preciousmetals #Metal #future #Investment #investing #trading #invest #investor #investors #stocks #stock #StockMarket #Trade #market https://t.co/mzotIgM54N https://t.co/pvcKmwD7QW","gold Futures GC_F goldprice silverprice futurestrading preciousmetals Metal future Investment investing trading invest investor investors stocks stock StockMarket Trade market",5151,47,FALSE
"MinteractApp",2021-08-30 13:35:08,"#CrudeOil October #Futures #CL_F <U+0001F53B>0.12% to $68.66 #oilprice #OilPriceWar #oilandgas #OPEC #opecmeeting #futurestrading #future #Investment #invest #investor #investors #investing #trading #stocks #stock #StockMarket #Trade #market https://t.co/mzotIgM54N https://t.co/EV4VzxJopV","CrudeOil Futures CL_F oilprice OilPriceWar oilandgas OPEC opecmeeting futurestrading future Investment invest investor investors investing trading stocks stock StockMarket Trade market",5151,47,FALSE
"MinteractApp",2021-08-30 13:33:54,"S&amp;P 500 E-mini #Futures #ES_F <U+2B06><U+FE0F>10.25 Points (0.23%) to 4,515.75 #SP500 $SPX $SPY #futurestrading #future #Investment #investing #trading #invest #investor #investors #stock #stocks #StockMarket #Trade #market https://t.co/mzotIgM54N https://t.co/UoUz0uvKQI https://t.co/G9pEo8ND0X","Futures ES_F SP500 futurestrading future Investment investing trading invest investor investors stock stocks StockMarket Trade market",5151,47,FALSE
"MinteractApp",2021-08-30 13:32:54,"#NASDAQ E-mini #Futures #NQ_F <U+2B06><U+FE0F>49 Points (0.32%) to 15,475.5 #futurestrading #future #NASDAQ100 #Investment #investing #trading #invest #investor #investors #stock #stocks #StockMarket #Trade #market https://t.co/mzotIgM54N https://t.co/UoUz0uvKQI https://t.co/m5vuEF7WUS","NASDAQ Futures NQ_F futurestrading future NASDAQ100 Investment investing trading invest investor investors stock stocks StockMarket Trade market",5151,47,FALSE
"MinteractApp",2021-08-24 18:09:50,"S&amp;P 500 E-mini #Futures #ES_F <U+2B06><U+FE0F>4.5 Points (0.1%) to 4,485.75 #SP500 $SPX $SPY #futurestrading #future #Investment #investing #trading #invest #investor #investors #stock #stocks #StockMarket #Trade #market https://t.co/mzotIgM54N https://t.co/UI9XuHyTiF https://t.co/2n2W19wJ6x","Futures ES_F SP500 futurestrading future Investment investing trading invest investor investors stock stocks StockMarket Trade market",5151,47,FALSE
"MinteractApp",2021-08-27 13:31:26,"#Dow E-mini #Futures #YM_F <U+2B06><U+FE0F>32 Pts (0.09%) to 35,227. Check Advanced Futures Chart w/ Auto #Fibonacci Lines, Support &amp; Resistance, Futures Money Flow Chart &amp; Alert, Futures VWAP Chart #futurestrading #future #Investment #investing #stocks #StockMarket https://t.co/mzotIgM54N https://t.co/0ECpvP9wXs","Dow Futures YM_F Fibonacci futurestrading future Investment investing stocks StockMarket",5151,47,FALSE
"MinteractApp",2021-08-27 17:34:28,"S&amp;P 500 E-mini #Futures #ES_F <U+2B06><U+FE0F>37 Points (0.83%) to 4,507 #SP500 $SPX $SPY #futurestrading #future #Investment #investing #trading #invest #investor #investors #stock #stocks #StockMarket #Trade #market https://t.co/mzotIgM54N https://t.co/YyND8su5C5 https://t.co/uvDxYHVs8E","Futures ES_F SP500 futurestrading future Investment investing trading invest investor investors stock stocks StockMarket Trade market",5151,47,FALSE
"MinteractApp",2021-08-26 18:17:42,"S&amp;P 500 E-mini #Futures #ES_F <U+0001F53B>21.5 Points (0.48%) to 4,472 #SP500 $SPX $SPY #futurestrading #future #Investment #investing #trading #invest #investor #investors #stock #stocks #StockMarket #Trade #market https://t.co/mzotIgM54N
https://t.co/1M4NVVfawx https://t.co/HtcljJJ4Vg","Futures ES_F SP500 futurestrading future Investment investing trading invest investor investors stock stocks StockMarket Trade market",5151,47,FALSE
"MinteractApp",2021-08-26 18:16:27,"#NASDAQ E-mini #Futures #NQ_F <U+0001F53B>59.25 Points (0.39%) to 15,308 #futurestrading #future #NASDAQ100 #Investment #investing #trading #invest #investor #investors #stock #stocks #StockMarket #Trade #market https://t.co/mzotIgM54N 
https://t.co/1M4NVVfawx https://t.co/uaX1hYfnWz","NASDAQ Futures NQ_F futurestrading future NASDAQ100 Investment investing trading invest investor investors stock stocks StockMarket Trade market",5151,47,FALSE
"MinteractApp",2021-08-25 21:07:21,"S&amp;P 500 E-mini #Futures #ES_F <U+2B06>9.75 Points (0.22%) to 4,493.5 #SP500 $SPX $SPY #futurestrading #future #Investment #investing #trading #invest #investor #investors #stock #stocks #StockMarket #market https://t.co/mzotIgM54N https://t.co/DEw5G8d9YU https://t.co/QxoEy2koLj","Futures ES_F SP500 futurestrading future Investment investing trading invest investor investors stock stocks StockMarket market",5151,47,FALSE
"MinteractApp",2021-08-25 21:05:49,"#NASDAQ E-mini #Futures #NQ_F <U+2B06>3.75 Points (0.02%) to 15,367.25 #futurestrading #future #NASDAQ100 #Investment #investing #trading #invest #investor #investors #stock #stocks #StockMarket #market https://t.co/mzotIgM54N https://t.co/DEw5G8d9YU https://t.co/rAtweJSkOF","NASDAQ Futures NQ_F futurestrading future NASDAQ100 Investment investing trading invest investor investors stock stocks StockMarket market",5151,47,FALSE
"MinteractApp",2021-08-30 17:21:17,"S&amp;P 500 E-mini #Futures #ES_F <U+2B06><U+FE0F>25 Points (0.55%) to 4,530.5 #SP500 $SPX $SPY #futurestrading #future #Investment #investing #trading #invest #investor #investors #stock #stocks #StockMarket #Trade #market https://t.co/mzotIgM54N https://t.co/x8wbsUfFde https://t.co/CRQZ7hRPKE","Futures ES_F SP500 futurestrading future Investment investing trading invest investor investors stock stocks StockMarket Trade market",5151,47,FALSE
"MinteractApp",2021-08-27 13:38:45,"#Ethereum #ETH September #Futures <U+2B06><U+FE0F>1.48% to $3,181 $ETH #Ether #futurestrading #future #Investment #investing #invest #stocks #StockMarket #StocksToWatch #cryptocurrencies #CryptoNews #trading #CME #Crypto #market #Markets #Trade #Trader https://t.co/mzotIgM54N https://t.co/eMdg2iI1W8","Ethereum ETH Futures Ether futurestrading future Investment investing invest stocks StockMarket StocksToWatch cryptocurrencies CryptoNews trading CME Crypto market Markets Trade Trader",5151,47,FALSE
"MinteractApp",2021-08-30 17:20:52,"#NASDAQ E-mini #Futures #NQ_F <U+2B06><U+FE0F>167.25 Points (1%) to 15,593.75 #futurestrading #future #NASDAQ100 #Investment #investing #trading #invest #investor #investors #stock #stocks #StockMarket #Trade #market https://t.co/mzotIgM54N https://t.co/x8wbsUfFde https://t.co/AeKoJfLHke","NASDAQ Futures NQ_F futurestrading future NASDAQ100 Investment investing trading invest investor investors stock stocks StockMarket Trade market",5151,47,FALSE
"MinteractApp",2021-08-30 17:20:24,"#Dow E-mini #Futures #YM_F <U+2B06><U+FE0F>23 Pts (0.06%) to 35,426. Check Advanced Futures Chart w/ Auto #Fibonacci Lines, Support &amp; Resistance, Futures Money Flow Chart &amp; Alert, Futures VWAP Chart #futurestrading #future #Investment #investing #stocks #StockMarket https://t.co/mzotIgM54N https://t.co/w6j5pBNfrP","Dow Futures YM_F Fibonacci futurestrading future Investment investing stocks StockMarket",5151,47,FALSE
"MinteractApp",2021-08-26 18:11:13,"#Dow E-mini #Futures #YM_F <U+0001F53B>186 Pts (0.53%) to 35,206. Check Advanced Futures Chart w/ Auto #Fibonacci Lines, Support &amp; Resistance, Futures Money Flow Chart &amp; Alert, Futures VWAP Chart #futurestrading #future #Investment #investing #stocks #StockMarket https://t.co/mzotIgM54N https://t.co/oCGr3qYezs","Dow Futures YM_F Fibonacci futurestrading future Investment investing stocks StockMarket",5151,47,FALSE
"MinteractApp",2021-08-26 18:11:03,"#Dow E-mini #Futures #YM_F <U+2B06><U+FE0F>186 Pts (0.53%) to 35,206. Check Advanced Futures Chart w/ Auto #Fibonacci Lines, Support &amp; Resistance, Futures Money Flow Chart &amp; Alert, Futures VWAP Chart #futurestrading #future #Investment #investing #stocks #StockMarket https://t.co/mzotIgM54N https://t.co/gG6DLlFk9H","Dow Futures YM_F Fibonacci futurestrading future Investment investing stocks StockMarket",5151,47,FALSE
"MinteractApp",2021-08-25 18:27:48,"#Dow E-mini #Futures #YM_F <U+2B06><U+FE0F>68 Pts (0.19%) to 35,400. Check Advanced Futures Chart w/ Auto #Fibonacci Lines, Support &amp; Resistance, Futures Money Flow Chart &amp; Alert, Futures VWAP Chart #futurestrading #future #Investment #investing #stocks #StockMarket https://t.co/mzotIgM54N https://t.co/aQxp4zoaZD","Dow Futures YM_F Fibonacci futurestrading future Investment investing stocks StockMarket",5151,47,FALSE
"MinteractApp",2021-08-27 13:32:25,"#NASDAQ E-mini #Futures #NQ_F <U+2B06><U+FE0F>25.75 Points (0.17%) to 15,313 #futurestrading #future #NASDAQ100 #Investment #investing #trading #invest #investor #investors #stock #stocks #StockMarket #Trade #market https://t.co/mzotIgM54N https://t.co/IeGaUf1Sq2 https://t.co/V0Min0wvPQ","NASDAQ Futures NQ_F futurestrading future NASDAQ100 Investment investing trading invest investor investors stock stocks StockMarket Trade market",5151,47,FALSE
"MinteractApp",2021-08-26 13:33:36,"#Ethereum #ETH August #Futures <U+0001F53B>3.52% to $3,101 $ETH #Ether #futurestrading #future #Investment #investing #invest #stocks #StockMarket #StocksToWatch #cryptocurrencies #CryptoNews #trading #CME #Crypto #market #Markets #Trade #Trader https://t.co/mzotIgM54N https://t.co/lH0KMYghDL","Ethereum ETH Futures Ether futurestrading future Investment investing invest stocks StockMarket StocksToWatch cryptocurrencies CryptoNews trading CME Crypto market Markets Trade Trader",5151,47,FALSE
"MinteractApp",2021-08-24 13:32:43,"#NASDAQ E-mini #Futures #NQ_F <U+2B06><U+FE0F>21.25 Points (0.14%) to 15,349.5 #futurestrading #future #NASDAQ100 #Investment #investing #trading #invest #investor #investors #stock #stocks #StockMarket #Trade #market https://t.co/mzotIgM54N https://t.co/za5MFjvy1t https://t.co/TJHBJck2tF","NASDAQ Futures NQ_F futurestrading future NASDAQ100 Investment investing trading invest investor investors stock stocks StockMarket Trade market",5151,47,FALSE
"MinteractApp",2021-08-27 17:33:28,"#NASDAQ E-mini #Futures #NQ_F <U+2B06><U+FE0F>143.5 Points (0.94%) to 15,430.75 #futurestrading #future #NASDAQ100 #Investment #investing #trading #invest #investor #investors #stock #stocks #StockMarket #Trade #market https://t.co/mzotIgM54N https://t.co/YyND8su5C5 https://t.co/UedIz2KRFT","NASDAQ Futures NQ_F futurestrading future NASDAQ100 Investment investing trading invest investor investors stock stocks StockMarket Trade market",5151,47,FALSE
"MinteractApp",2021-08-27 21:19:12,"#Ethereum #ETH August #Futures <U+2B06>3.28% to $3,218.92 $ETH #Ether #futurestrading #future #Investment #investing #invest #stocks #StockMarket #StocksToWatch #cryptocurrencies #CryptoNews #trading #CME #Crypto #market #Markets #Trade #Trader https://t.co/mzotIgM54N https://t.co/muB7ts3DGP","Ethereum ETH Futures Ether futurestrading future Investment investing invest stocks StockMarket StocksToWatch cryptocurrencies CryptoNews trading CME Crypto market Markets Trade Trader",5151,47,FALSE
"MinteractApp",2021-08-27 21:16:36,"#silver September #Futures #SI_F <U+2B06>2.02% to $24.03 #silverprice #goldprice #futurestrading #preciousmetals #Metal #future #Investment #investing #trading #invest #investor #investors #stocks #stock #StockMarket #market https://t.co/mzotIgM54N https://t.co/MF4rNUB2vl","silver Futures SI_F silverprice goldprice futurestrading preciousmetals Metal future Investment investing trading invest investor investors stocks stock StockMarket market",5151,47,FALSE
"MinteractApp",2021-08-27 21:13:42,"#gold December #Futures #GC_F <U+2B06>1.46% to $1,820.5 #goldprice #silverprice #futurestrading #preciousmetals #Metal #future #Investment #investing #trading #invest #investor #investors #stocks #stock #StockMarket #market https://t.co/mzotIgM54N https://t.co/twh1rX4QUN","gold Futures GC_F goldprice silverprice futurestrading preciousmetals Metal future Investment investing trading invest investor investors stocks stock StockMarket market",5151,47,FALSE
"MinteractApp",2021-08-27 21:10:31,"#CrudeOil October #Futures #CL_F <U+2B06>1.31% to $68.67 #oilprice #OilPriceWar #oilandgas #OPEC #opecmeeting #futurestrading #future #Investment #invest #investor #investors #investing #trading #stocks #stock #StockMarket #market https://t.co/mzotIgM54N https://t.co/4Xy8ZkhEiG","CrudeOil Futures CL_F oilprice OilPriceWar oilandgas OPEC opecmeeting futurestrading future Investment invest investor investors investing trading stocks stock StockMarket market",5151,47,FALSE
"MinteractApp",2021-08-27 21:07:46,"S&amp;P 500 E-mini #Futures #ES_F <U+2B06>37.5 Points (0.84%) to 4,507.5 #SP500 $SPX $SPY #futurestrading #future #Investment #investing #trading #invest #investor #investors #stock #stocks #StockMarket #market https://t.co/mzotIgM54N https://t.co/p4TETM9vMv https://t.co/3JeIfJBqvp","Futures ES_F SP500 futurestrading future Investment investing trading invest investor investors stock stocks StockMarket market",5151,47,FALSE
"MinteractApp",2021-08-25 18:30:25,"#NASDAQ E-mini #Futures #NQ_F  <U+0001F53B>14.5 Points (0.09%) to 15,349 #futurestrading #future #NASDAQ100 #Investment #investing #trading #invest #investor #investors #stock #stocks #StockMarket #Trade #market https://t.co/mzotIgM54N 
https://t.co/fJMNM8DSlg https://t.co/vTufN7k9Ro","NASDAQ Futures NQ_F futurestrading future NASDAQ100 Investment investing trading invest investor investors stock stocks StockMarket Trade market",5151,47,FALSE
"MinteractApp",2021-08-26 21:06:48,"S&amp;P 500 E-mini #Futures #ES_F<U+0001F53B>23.5 Points (0.52%) to 4,470 #SP500 $SPX $SPY #futurestrading #future #Investment #investing #trading #invest #investor #investors #stock #stocks #StockMarket #market https://t.co/mzotIgM54N https://t.co/blWmYs4hfD https://t.co/pSElHvc240","Futures ES_F SP500 futurestrading future Investment investing trading invest investor investors stock stocks StockMarket market",5151,47,FALSE
"MinteractApp",2021-08-26 21:05:11,"#NASDAQ E-mini #Futures #NQ_F<U+0001F53B>80 Points (0.52%) to 15,287.25 #futurestrading #future #NASDAQ100 #Investment #investing #trading #invest #investor #investors #stock #stocks #StockMarket #market https://t.co/mzotIgM54N https://t.co/blWmYs4hfD https://t.co/K59n8RBPei","NASDAQ Futures NQ_F futurestrading future NASDAQ100 Investment investing trading invest investor investors stock stocks StockMarket market",5151,47,FALSE
"MinteractApp",2021-08-27 13:33:31,"S&amp;P 500 E-mini #Futures #ES_F <U+2B06><U+FE0F>9.25 Points (0.21%) to 4,479.25 #SP500 $SPX $SPY #futurestrading #future #Investment #investing #trading #invest #investor #investors #stock #stocks #StockMarket #Trade #market https://t.co/mzotIgM54N https://t.co/IeGaUf1Sq2 https://t.co/UdW9dKSt2U","Futures ES_F SP500 futurestrading future Investment investing trading invest investor investors stock stocks StockMarket Trade market",5151,47,FALSE
"MinteractApp",2021-08-24 21:06:08,"#NASDAQ E-mini #Futures #NQ_F <U+2B06>35.25 Points (0.23%) to 15,363.5 #futurestrading #future #NASDAQ100 #Investment #investing #trading #invest #investor #investors #stock #stocks #StockMarket #market https://t.co/mzotIgM54N https://t.co/MW5DuExvpA https://t.co/Y3kC3eOpYf","NASDAQ Futures NQ_F futurestrading future NASDAQ100 Investment investing trading invest investor investors stock stocks StockMarket market",5151,47,FALSE
"MinteractApp",2021-08-23 21:04:33,"#Dow E-mini #Futures #YM_F <U+2B06>270 Pts (0.77%) to 35,328. Check Advanced Futures Chart w/ Auto #Fibonacci Lines, Support &amp; Resistance, Futures Money Flow Chart &amp; Alert, Futures VWAP Chart #futurestrading #future #Investment #investing #stocks #StockMarket https://t.co/mzotIgM54N https://t.co/AuLlayglP6","Dow Futures YM_F Fibonacci futurestrading future Investment investing stocks StockMarket",5151,47,FALSE
"MinteractApp",2021-08-26 13:33:06,"#silver September #Futures #SI_F <U+0001F53B>1.03% to $23.62 #silverprice #goldprice #futurestrading #preciousmetals #Metal #future #Investment #investing #trading #invest #investor #investors #stocks #stock #StockMarket #Trade #market https://t.co/mzotIgM54N https://t.co/DhxHvzgZmA","silver Futures SI_F silverprice goldprice futurestrading preciousmetals Metal future Investment investing trading invest investor investors stocks stock StockMarket Trade market",5151,47,FALSE
"MinteractApp",2021-08-26 13:32:10,"#gold December #Futures #GC_F <U+0001F53B>0.29% to $1,787.5 #goldprice #silverprice #futurestrading #preciousmetals #Metal #future #Investment #investing #trading #invest #investor #investors #stocks #stock #StockMarket #Trade #market https://t.co/mzotIgM54N https://t.co/1U93G5jxPk","gold Futures GC_F goldprice silverprice futurestrading preciousmetals Metal future Investment investing trading invest investor investors stocks stock StockMarket Trade market",5151,47,FALSE
"MinteractApp",2021-08-24 19:59:02,"#Ethereum #ETH August #Futures <U+0001F53B>3.66% to $3,220.75 $ETH #Ether #futurestrading #future #Investment #investing #invest #stocks #StockMarket #StocksToWatch #cryptocurrencies #CryptoNews #trading #CME #Crypto #market #Markets #Trade #Trader https://t.co/mzotIgM54N https://t.co/eq4D79wey5","Ethereum ETH Futures Ether futurestrading future Investment investing invest stocks StockMarket StocksToWatch cryptocurrencies CryptoNews trading CME Crypto market Markets Trade Trader",5151,47,FALSE
"MinteractApp",2021-08-26 13:30:49,"S&amp;P 500 E-mini #Futures #ES_F <U+0001F53B>3.5 Points (0.08%) to 4,490 #SP500 $SPX $SPY #futurestrading #future #Investment #investing #trading #invest #investor #investors #stock #stocks #StockMarket #Trade #market https://t.co/mzotIgM54N
https://t.co/Kjxg8F1FfL https://t.co/IPbY3WlIRP","Futures ES_F SP500 futurestrading future Investment investing trading invest investor investors stock stocks StockMarket Trade market",5151,47,FALSE
